64,4,1000,0.031040
64,4,1000,0.030853
64,4,1000,0.030463
64,4,1000,0.030616
64,4,1000,0.030683
64,4,1000,0.030287
64,4,1000,0.030165
64,4,1000,0.030431
64,4,1000,0.030877
64,4,1000,0.030459
64,4,1000,0.030259
64,16,1000,0.125723
64,16,1000,0.112793
64,16,1000,0.112832
64,16,1000,0.112757
64,16,1000,0.112776
64,16,1000,0.112743
64,16,1000,0.112590
64,16,1000,0.112755
64,16,1000,0.112739
64,16,1000,0.112859
64,16,1000,0.112905
64,32,1000,0.382968
64,32,1000,0.383171
64,32,1000,0.383369
64,32,1000,0.384617
64,32,1000,0.382996
64,32,1000,0.383138
64,32,1000,0.382977
64,32,1000,0.383082
64,32,1000,0.382830
64,32,1000,0.384470
64,32,1000,0.384812
256,4,1000,0.141638
256,4,1000,0.140481
256,4,1000,0.140956
256,4,1000,0.140805
256,4,1000,0.140558
256,4,1000,0.152743
256,4,1000,0.140599
256,4,1000,0.140330
256,4,1000,0.141902
256,4,1000,0.153061
256,4,1000,0.140528
256,16,1000,0.194335
256,16,1000,0.194250
256,16,1000,0.192834
256,16,1000,0.194296
256,16,1000,0.193689
256,16,1000,0.194175
256,16,1000,0.194168
256,16,1000,0.194342
256,16,1000,0.193960
256,16,1000,0.195317
256,16,1000,0.192971
256,32,1000,0.418934
256,32,1000,0.419350
256,32,1000,0.422635
256,32,1000,0.419212
256,32,1000,0.419100
256,32,1000,0.424827
256,32,1000,0.422006
256,32,1000,0.419085
256,32,1000,0.419808
256,32,1000,0.419043
256,32,1000,0.421408
512,4,1000,0.494014
512,4,1000,0.493800
512,4,1000,0.493895
512,4,1000,0.494275
512,4,1000,0.493710
512,4,1000,0.495506
512,4,1000,0.493717
512,4,1000,0.493531
512,4,1000,0.493852
512,4,1000,0.493767
512,4,1000,0.493562
512,16,1000,0.531376
512,16,1000,0.518899
512,16,1000,0.519181
512,16,1000,0.518888
512,16,1000,0.518605
512,16,1000,0.518969
512,16,1000,0.518827
512,16,1000,0.521374
512,16,1000,0.520689
512,16,1000,0.518828
512,16,1000,0.519540
512,32,1000,0.666497
512,32,1000,0.666193
512,32,1000,0.665009
512,32,1000,0.665007
512,32,1000,0.664947
512,32,1000,0.665021
512,32,1000,0.665167
512,32,1000,0.665141
512,32,1000,0.666720
512,32,1000,0.665343
512,32,1000,0.665054
1024,4,1000,1.720786
1024,4,1000,1.721686
1024,4,1000,1.720590
1024,4,1000,1.722590
1024,4,1000,1.720366
1024,4,1000,1.720550
1024,4,1000,1.721395
1024,4,1000,1.722788
1024,4,1000,1.721160
1024,4,1000,1.723066
1024,4,1000,1.722228
1024,16,1000,1.724778
1024,16,1000,1.725246
1024,16,1000,1.725305
1024,16,1000,1.726095
1024,16,1000,1.725209
1024,16,1000,1.725096
1024,16,1000,1.726045
1024,16,1000,1.725121
1024,16,1000,1.725184
1024,16,1000,1.726682
1024,16,1000,1.725647
1024,32,1000,1.778396
1024,32,1000,1.778564
1024,32,1000,1.778459
1024,32,1000,1.780067
1024,32,1000,1.779088
1024,32,1000,1.778951
1024,32,1000,1.783461
1024,32,1000,1.791491
1024,32,1000,1.778760
1024,32,1000,1.779919
1024,32,1000,1.780073
2048,4,1000,6.652480
2048,4,1000,6.618427
2048,4,1000,6.622395
2048,4,1000,6.619442
2048,4,1000,6.634556
2048,4,1000,6.618662
2048,4,1000,6.622977
2048,4,1000,6.621601
2048,4,1000,6.621850
2048,4,1000,6.618512
2048,4,1000,6.619776
2048,16,1000,6.431787
2048,16,1000,6.426318
2048,16,1000,6.436958
2048,16,1000,6.426586
2048,16,1000,6.426573
2048,16,1000,6.428598
2048,16,1000,6.428530
2048,16,1000,6.423740
2048,16,1000,6.426855
2048,16,1000,6.424666
2048,16,1000,6.430677
2048,32,1000,6.582460
2048,32,1000,6.584189
2048,32,1000,6.588622
2048,32,1000,6.585033
2048,32,1000,6.594331
2048,32,1000,6.584820
2048,32,1000,6.591384
2048,32,1000,6.584707
2048,32,1000,6.585705
2048,32,1000,6.583155
2048,32,1000,6.581678
