64,1,4,1000,0.040490
64,1,4,1000,0.026000
64,1,4,1000,0.028260
64,1,4,1000,0.090343
64,1,4,1000,0.027815
64,1,4,1000,0.025292
64,1,4,1000,0.025225
64,1,4,1000,0.028044
64,1,4,1000,0.073650
64,1,4,1000,0.027680
64,1,4,1000,0.025756
64,1,16,1000,0.036354
64,1,16,1000,0.037450
64,1,16,1000,0.040867
64,1,16,1000,0.034574
64,1,16,1000,0.038302
64,1,16,1000,0.093119
64,1,16,1000,0.036732
64,1,16,1000,0.036221
64,1,16,1000,0.035253
64,1,16,1000,0.088314
64,1,16,1000,0.036408
64,1,32,1000,0.115517
64,1,32,1000,0.105943
64,1,32,1000,0.106364
64,1,32,1000,0.108099
64,1,32,1000,0.108536
64,1,32,1000,0.108626
64,1,32,1000,0.110265
64,1,32,1000,0.104360
64,1,32,1000,0.169604
64,1,32,1000,0.110552
64,1,32,1000,0.149320
256,1,4,1000,0.026210
256,1,4,1000,0.028623
256,1,4,1000,0.031021
256,1,4,1000,0.031062
256,1,4,1000,0.030074
256,1,4,1000,0.026601
256,1,4,1000,0.028592
256,1,4,1000,0.026247
256,1,4,1000,0.029981
256,1,4,1000,0.032137
256,1,4,1000,0.082571
256,1,16,1000,0.029387
256,1,16,1000,0.026740
256,1,16,1000,0.027734
256,1,16,1000,0.025254
256,1,16,1000,0.026963
256,1,16,1000,0.027770
256,1,16,1000,0.031922
256,1,16,1000,0.065607
256,1,16,1000,0.033919
256,1,16,1000,0.029929
256,1,16,1000,0.026695
256,1,32,1000,0.025173
256,1,32,1000,0.030459
256,1,32,1000,0.025059
256,1,32,1000,0.032586
256,1,32,1000,0.030617
256,1,32,1000,0.028360
256,1,32,1000,0.026215
256,1,32,1000,0.089162
256,1,32,1000,0.028207
256,1,32,1000,0.029707
256,1,32,1000,0.083497
512,1,4,1000,0.029412
512,1,4,1000,0.035449
512,1,4,1000,0.032687
512,1,4,1000,0.076694
512,1,4,1000,0.031018
512,1,4,1000,0.028788
512,1,4,1000,0.027408
512,1,4,1000,0.031501
512,1,4,1000,0.028296
512,1,4,1000,0.027973
512,1,4,1000,0.027551
512,1,16,1000,0.066050
512,1,16,1000,0.029495
512,1,16,1000,0.027655
512,1,16,1000,0.028219
512,1,16,1000,0.028990
512,1,16,1000,0.027089
512,1,16,1000,0.031971
512,1,16,1000,0.025882
512,1,16,1000,0.026971
512,1,16,1000,0.029482
512,1,16,1000,0.030796
512,1,32,1000,0.026893
512,1,32,1000,0.090064
512,1,32,1000,0.028173
512,1,32,1000,0.032070
512,1,32,1000,0.084623
512,1,32,1000,0.028178
512,1,32,1000,0.029793
512,1,32,1000,0.028243
512,1,32,1000,0.032115
512,1,32,1000,0.076936
512,1,32,1000,0.025820
1024,1,4,1000,0.031102
1024,1,4,1000,0.035642
1024,1,4,1000,0.032812
1024,1,4,1000,0.027959
1024,1,4,1000,0.032403
1024,1,4,1000,0.029085
1024,1,4,1000,0.029313
1024,1,4,1000,0.071415
1024,1,4,1000,0.029612
1024,1,4,1000,0.027851
1024,1,4,1000,0.027712
1024,1,16,1000,0.029122
1024,1,16,1000,0.027566
1024,1,16,1000,0.027843
1024,1,16,1000,0.030154
1024,1,16,1000,0.035139
1024,1,16,1000,0.035529
1024,1,16,1000,0.032905
1024,1,16,1000,0.031714
1024,1,16,1000,0.027689
1024,1,16,1000,0.092985
1024,1,16,1000,0.030013
1024,1,32,1000,0.029181
1024,1,32,1000,0.028407
1024,1,32,1000,0.028198
1024,1,32,1000,0.083171
1024,1,32,1000,0.030032
1024,1,32,1000,0.031923
1024,1,32,1000,0.033598
1024,1,32,1000,0.028996
1024,1,32,1000,0.029476
1024,1,32,1000,0.078810
1024,1,32,1000,0.032048
